,age,education-num,hours-per-week,income,Count
4338,66-69,13,5-7,>50K.,1
4339,66-67,14-16,2-6,<=50K,2
4340,66-67,14-16,2-6,>50K,2
4341,68-69,14-15,3-5,<=50K,2
4342,68-69,14-15,3-5,<=50K.,2
4343,66-69,13-15,10-11,<=50K,2
4344,66-69,13-15,10-11,<=50K.,3
4345,66-69,13-15,10-11,>50K,2
4346,71-72,13,3-4,<=50K,1
4347,71-72,13,3-4,<=50K.,2
4348,70-71,14-16,2-4,<=50K,1
4349,70-71,14-16,2-4,>50K.,2
4350,70,13,6-7,<=50K,2
4351,70,13,6-7,<=50K.,1
4352,71-72,13-16,6-7,<=50K,3
4353,71-72,13-16,6-7,>50K,1
4354,70-71,13,10-14,<=50K,1
4355,70-71,13,10-14,>50K,2
4356,70-72,13,15-17,<=50K,2
4357,70-72,13,15-17,<=50K.,2
4358,70-71,14,8,<=50K,1
4359,70-71,14,8,>50K,1
4360,70-71,14,8,>50K.,1
4361,71-72,14-16,10-16,<=50K,2
4362,71-72,14-16,10-16,<=50K.,2
4363,71-72,14-16,10-16,>50K,2
4364,73-75,13-16,2-5,<=50K,2
4365,73-75,13-16,2-5,<=50K.,1
4366,73-74,13-14,10,<=50K,3
4367,73-74,13-14,10,>50K,1
4368,73-75,13-14,12-16,<=50K,2
4369,73-75,13-14,12-16,<=50K.,2
4370,73-75,13-14,12-16,>50K,2
4371,73-75,13-14,12-16,>50K.,1
4372,79-80,14-16,6-10,<=50K,2
4373,79-80,14-16,6-10,>50K,2
4374,62,13-14,20,<=50K.,1
4375,62,13-14,20,>50K,1
4376,62,13-14,20,>50K.,1
4377,63-64,13-14,20,<=50K,1
4378,63-64,13-14,20,<=50K.,3
4379,63-64,13-14,20,>50K.,1
4380,62-64,13-14,21-24,<=50K,2
4381,62-64,13-14,21-24,>50K,1
4382,62-64,13-16,25-28,<=50K,3
4383,62-64,13-16,25-28,<=50K.,1
4384,62-64,13-16,25-28,>50K,1
4385,66,13,20-26,<=50K,3
4386,66,13,20-26,<=50K.,2
4387,66,13,20-26,>50K,1
4388,66,13,20-26,>50K.,1
4389,64-66,13-14,30-34,<=50K,3
4390,64-66,13-14,30-34,<=50K.,4
4391,63,13-15,35-36,<=50K,2
4392,63,13-15,35-36,<=50K.,2
4393,63,13-15,35-36,>50K,1
4394,63,13-15,35-36,>50K.,1
4395,69-70,13-16,20,<=50K,4
4396,69-70,13-16,20,>50K,1
4397,69-70,12-15,24-25,<=50K,3
4398,69-70,12-15,24-25,<=50K.,2
4399,68-69,13-14,30,<=50K,3
4400,68-69,13-14,30,<=50K.,1
4401,70,13-14,30-32,<=50K,1
4402,70,13-14,30-32,<=50K.,2
4403,70,13-14,30-32,>50K,1
4404,68-70,13,35,>50K,3
4405,68-70,13,35,>50K.,1
4406,68-70,15,34-35,>50K,2
4407,68-70,15,34-35,>50K.,2
4408,74-76,12-13,20-24,<=50K,3
4409,74-76,12-13,30-35,<=50K,2
4410,74-76,12-13,30-35,<=50K.,1
4411,74-76,12-13,30-35,>50K.,1
4412,77-79,13,20,<=50K.,1
4413,77-79,13,20,>50K,2
4414,81-90,12-13,20-30,<=50K,3
4415,81-90,12-13,20-30,<=50K.,1
4416,71-73,15-16,25-35,<=50K,2
4417,71-73,15-16,25-35,<=50K.,1
4418,71-73,15-16,25-35,>50K,2
4419,71-73,15-16,25-35,>50K.,2
4420,45,13,50-53,<=50K,5
4421,45,13,50-53,<=50K.,6
4422,45,13,50-53,>50K,17
4423,45,13,50-53,>50K.,8
4424,45,14-16,50-52,<=50K,3
4425,45,14-16,50-52,>50K,19
4426,45,14-16,50-52,>50K.,15
4427,40,14-16,55-58,<=50K,1
4428,40,14-16,55-58,<=50K.,5
4429,40,14-16,55-58,>50K,3
4430,40,14-16,55-58,>50K.,3
4431,43,13,55,<=50K,2
4432,43,13,55,>50K,4
4433,43,13,55,>50K.,1
4434,43,14-16,55,<=50K,2
4435,43,14-16,55,>50K,3
4436,43,14-16,55,>50K.,1
4437,44-45,14-16,55-56,<=50K,3
4438,44-45,14-16,55-56,<=50K.,3
4439,44-45,14-16,55-56,>50K,10
4440,44-45,14-16,55-56,>50K.,4
4441,41,13,60-99,<=50K,6
4442,41,13,60-99,<=50K.,2
4443,41,13,60-99,>50K,13
4444,41,13,60-99,>50K.,4
4445,41,14-16,60-80,<=50K,4
4446,41,14-16,60-80,<=50K.,3
4447,41,14-16,60-80,>50K,15
4448,41,14-16,60-80,>50K.,7
4449,49,13-14,43-44,<=50K,2
4450,49,13-14,43-44,>50K,1
4451,49,13-14,43-44,>50K.,1
4452,50-51,13,43-44,<=50K,1
4453,50-51,13,43-44,>50K,3
4454,50-51,13,45-48,<=50K,5
4455,50-51,13,45-48,<=50K.,1
4456,50-51,13,45-48,>50K,10
4457,50-51,13,45-48,>50K.,3
4458,50-51,14-16,45-48,<=50K,3
4459,50-51,14-16,45-48,<=50K.,1
4460,50-51,14-16,45-48,>50K,10
4461,50-51,14-16,45-48,>50K.,5
4462,48,13,50,<=50K,4
4463,48,13,50,<=50K.,2
4464,48,13,50,>50K,10
4465,48,13,50,>50K.,4
4466,48,14-16,50-54,<=50K,4
4467,48,14-16,50-54,<=50K.,4
4468,48,14-16,50-54,>50K,8
4469,48,14-16,50-54,>50K.,8
4470,50,13,50,<=50K,7
4471,50,13,50,<=50K.,3
4472,50,13,50,>50K,10
4473,50,13,50,>50K.,3
4474,51,13,50,<=50K,4
4475,51,13,50,<=50K.,4
4476,51,13,50,>50K,13
4477,51,13,50,>50K.,6
4478,50,10-12,55-56,<=50K,2
4479,50,10-12,55-56,<=50K.,4
4480,50,10-12,55-56,>50K,1
4481,50,10-12,55-56,>50K.,3
4482,51,10-12,55-58,<=50K,4
4483,51,10-12,55-58,<=50K.,2
4484,51,10-12,55-58,>50K.,4
4485,46-47,14,55-56,<=50K.,1
4486,46-47,14,55-56,>50K,7
4487,49,10-12,60-90,<=50K,10
4488,49,10-12,60-90,<=50K.,3
4489,49,10-12,60-90,>50K,8
4490,49,10-12,60-90,>50K.,4
4491,46,13,60-77,<=50K,2
4492,46,13,60-77,<=50K.,3
4493,46,13,60-77,>50K,7
4494,46,13,60-77,>50K.,6
4495,47,13,60-90,<=50K,13
4496,47,13,60-90,<=50K.,5
4497,47,13,60-90,>50K,13
4498,47,13,60-90,>50K.,8
4499,48,13,60-80,<=50K,2
4500,48,13,60-80,<=50K.,3
4501,48,13,60-80,>50K,9
4502,48,13,60-80,>50K.,6
4503,46-48,14,60-80,<=50K,6
4504,46-48,14,60-80,<=50K.,5
4505,46-48,14,60-80,>50K,12
4506,46-48,14,60-80,>50K.,8
4507,50-51,14-16,60-99,<=50K,7
4508,50-51,14-16,60-99,<=50K.,3
4509,50-51,14-16,60-99,>50K,32
4510,50-51,14-16,60-99,>50K.,11
4511,54-56,13,42-44,<=50K.,1
4512,54-56,13,42-44,>50K,3
4513,54-56,14-16,42-44,>50K,3
4514,54-56,14-16,42-44,>50K.,1
4515,54,13,45-48,<=50K,1
4516,54,13,45-48,<=50K.,1
4517,54,13,45-48,>50K,5
4518,54,14-16,45-46,>50K,6
4519,54,14-16,45-46,>50K.,2
4520,56,13-15,45-48,<=50K,1
4521,56,13-15,45-48,<=50K.,2
4522,56,13-15,45-48,>50K,8
4523,56,13-15,45-48,>50K.,4
4524,52,13,50-52,<=50K,2
4525,52,13,50-52,<=50K.,1
4526,52,13,50-52,>50K,7
4527,52,13,50-52,>50K.,2
4528,53,13,50-54,<=50K,5
4529,53,13,50-54,<=50K.,3
4530,53,13,50-54,>50K,9
4531,53,13,50-54,>50K.,2
4532,54,13,50,<=50K,6
4533,54,13,50,<=50K.,1
4534,54,13,50,>50K,7
4535,52,14-15,50,<=50K,1
4536,52,14-15,50,<=50K.,2
4537,52,14-15,50,>50K,5
4538,52,14-15,50,>50K.,4
4539,55-56,14-16,50-52,<=50K,6
4540,55-56,14-16,50-52,<=50K.,2
4541,55-56,14-16,50-52,>50K,9
4542,55-56,14-16,50-52,>50K.,6
4543,52,13,55,<=50K,2
4544,52,13,55,>50K,3
4545,52-54,14-16,55-57,<=50K.,1
4546,52-54,14-16,55-57,>50K,8
4547,58,13-15,45-48,<=50K,3
4548,58,13-15,45-48,>50K,3
4549,58,13-15,45-48,>50K.,3
4550,57,13,50,<=50K.,1
4551,57,13,50,>50K,5
4552,57,13,50,>50K.,4
4553,57,14-16,50,<=50K,1
4554,57,14-16,50,>50K,8
4555,57,14-16,50,>50K.,2
4556,58,13-16,50,<=50K,5
4557,58,13-16,50,>50K,8
4558,58,13-16,50,>50K.,8
4559,57-58,13-15,55-58,<=50K,1
4560,57-58,13-15,55-58,>50K,4
4561,57-58,13-15,55-58,>50K.,3
4562,68,10-12,40-70,<=50K,12
4563,68,10-12,40-70,<=50K.,2
4564,68,10-12,40-70,>50K,5
4565,68,10-12,40-70,>50K.,1
4566,67,13,40-75,<=50K,6
4567,67,13,40-75,<=50K.,2
4568,67,13,40-75,>50K,4
4569,67,13,40-75,>50K.,5
4570,67-69,14-16,40-41,<=50K,5
4571,67-69,14-16,40-41,<=50K.,6
4572,67-69,14-16,40-41,>50K,8
4573,67-69,14-16,40-41,>50K.,1
4574,70,13-16,40-70,<=50K,5
4575,70,13-16,40-70,<=50K.,4
4576,70,13-16,40-70,>50K,5
4577,19,6,30,<=50K,2
4578,19,6,30,<=50K.,1
4579,19-21,6,35,<=50K,4
4580,19-21,6,35,<=50K.,1
4581,26,5,35,<=50K,2
4582,26,5,35,<=50K.,1
4583,25-27,5,37-38,<=50K,2
4584,25-27,5,37-38,<=50K.,1
4585,28-29,6,35,<=50K,2
4586,28-29,6,35,>50K,1
4587,28-29,6,36-38,<=50K,3
4588,28-29,6,36-38,<=50K.,1
4589,34-36,6,35,<=50K,2
4590,34-36,6,35,<=50K.,2
4591,34-35,6,36-38,<=50K,3
4592,34-35,6,36-38,<=50K.,2
4593,24,7-8,30-32,<=50K.,5
4594,25-27,7,35-36,<=50K,5
4595,25-27,7,35-36,<=50K.,6
4596,28,7-8,30,<=50K,2
4597,28,7-8,30,<=50K.,1
4598,28-29,7-8,35,<=50K,2
4599,28-29,7-8,35,<=50K.,1
4600,33-36,7-8,32-34,<=50K,2
4601,33-36,7-8,32-34,<=50K.,3
4602,35,9,25-29,<=50K,4
4603,35,9,25-29,<=50K.,2
4604,35,9,25-29,>50K.,1
4605,36,9,25-28,<=50K,5
4606,36,9,25-28,<=50K.,2
4607,36,9,25-28,>50K,1
4608,24,9,37,<=50K,3
4609,24,9,37,<=50K.,2
4610,24,9,38-39,<=50K,7
4611,24,9,38-39,<=50K.,1
4612,32,9,36,<=50K,1
4613,32,9,36,<=50K.,2
4614,33,9,36,<=50K,3
4615,36,9,36,<=50K,3
4616,36,9,37,<=50K,3
4617,35,6,50,<=50K,3
4618,35,6,60-99,<=50K,4
4619,35,6,60-99,<=50K.,1
4620,34-36,10,6-8,<=50K,2
4621,34-36,10,6-8,>50K,1
4622,33-36,10,10,<=50K,2
4623,33-36,10,10,<=50K.,2
4624,34-36,10,15,<=50K,1
4625,34-36,10,15,<=50K.,1
4626,34-36,10,15,>50K.,1
4627,33-34,10,16-18,<=50K,4
4628,33,10,20,<=50K,2
4629,33,10,20,<=50K.,1
4630,33,10,21-24,<=50K,1
4631,33,10,21-24,<=50K.,1
4632,33,10,21-24,>50K,1
4633,34,10,20,<=50K,2
4634,34,10,20,<=50K.,1
4635,34,10,20,>50K,1
4636,29-32,13,8-10,<=50K,2
4637,29-32,13,8-10,>50K,1
4638,30-32,14,10-11,<=50K,3
4639,33,13-14,8-10,<=50K.,3
4640,33,13-14,8-10,>50K.,1
4641,34-36,13-16,8-10,<=50K,1
4642,34-36,13-16,8-10,<=50K.,1
4643,34-36,13-16,8-10,>50K,2
4644,34,13,14-18,<=50K,4
4645,34,13,14-18,<=50K.,1
4646,35,13-16,20-24,<=50K,3
4647,35,13-16,20-24,<=50K.,1
4648,35,13-16,20-24,>50K,1
4649,36,13-15,20-24,<=50K,3
4650,36,13-15,20-24,<=50K.,2
4651,36,13-15,20-24,>50K,1
4652,27,11,36,<=50K,2
4653,27,11,36,>50K,1
4654,28,11,36,<=50K,1
4655,28,11,36,>50K,1
4656,28,11,36,>50K.,1
4657,35,10,35,<=50K,2
4658,35,10,35,<=50K.,1
4659,35,11,35,<=50K,2
4660,35,11,35,<=50K.,1
4661,35,10-11,38-39,<=50K,5
4662,35,10-11,38-39,<=50K.,1
4663,35,10-11,38-39,>50K,1
4664,36,10-11,38-39,<=50K,5
4665,36,10-11,38-39,<=50K.,2
4666,36,10-11,38-39,>50K,1
4667,32,13,30,<=50K,3
4668,32,13,30,<=50K.,1
4669,32,13,32,<=50K,2
4670,32,13,32,<=50K.,1
4671,32,13,32,>50K,1
4672,34,13,30-32,<=50K,3
4673,34,13,30-32,>50K,1
4674,34,13,30-32,>50K.,1
4675,34,14-16,30-32,<=50K,1
4676,34,14-16,30-32,<=50K.,2
4677,34,14-16,30-32,>50K,1
4678,34,14-16,30-32,>50K.,1
4679,31,13-16,55,<=50K,4
4680,31,13-16,55,<=50K.,1
4681,31,13-16,55,>50K,6
4682,31,13-16,55,>50K.,3
4683,32,13-15,55-56,<=50K,3
4684,32,13-15,55-56,<=50K.,5
4685,32,13-15,55-56,>50K,7
4686,32,13-15,55-56,>50K.,3
4687,33,13-16,55,<=50K,1
4688,33,13-16,55,<=50K.,2
4689,33,13-16,55,>50K,5
4690,33,13-16,55,>50K.,6
4691,34,13-15,55,<=50K,5
4692,34,13-15,55,>50K,13
4693,34,13-15,55,>50K.,1
4694,48-49,9,37,<=50K,2
4695,48-49,9,37,<=50K.,3
4696,48-49,9,37,>50K,1
4697,48-49,9,38,<=50K,4
4698,48-49,9,38,<=50K.,2
4699,48-49,9,38,>50K,1
4700,52,9,35,<=50K,3
4701,52,9,35,<=50K.,1
4702,52,9,36,<=50K,2
4703,52,9,36,<=50K.,1
4704,52,9,36,>50K,1
4705,63,9,35,<=50K,3
4706,63,9,35,>50K,1
4707,63,9,35,>50K.,1
4708,64,9,35,<=50K,3
4709,64,9,35,>50K,1
4710,64,9,35,>50K.,1
4711,71,9,15,<=50K,2
4712,71,9,15,<=50K.,1
4713,73,9,15,<=50K,4
4714,73,9,15,<=50K.,1
4715,71,9,16-18,<=50K,3
4716,71,9,16-18,<=50K.,1
4717,72-73,9,16-17,<=50K,3
4718,72-73,9,16-17,<=50K.,1
4719,70,9,30-32,<=50K,3
4720,70,9,30-32,<=50K.,1
4721,72,9,30-32,<=50K,2
4722,72,9,30-32,<=50K.,2
4723,81-82,9,20,<=50K,2
4724,81-82,9,20,<=50K.,1
4725,83-90,9,20-24,<=50K,3
4726,81,9,26-35,<=50K,2
4727,81,9,26-35,>50K,1
4728,84-90,9,25-35,<=50K,4
4729,46,4,45-47,<=50K,3
4730,46,4,50-75,<=50K,3
4731,65-66,3,40-50,<=50K,2
4732,65-66,3,40-50,<=50K.,1
4733,67,3,40-49,<=50K,3
4734,66,4,40-50,<=50K,5
4735,66,4,40-50,<=50K.,4
4736,66,4,40-50,>50K,1
4737,67,4,40-48,<=50K,7
4738,67,4,40-48,<=50K.,3
4739,69-70,4,40-55,<=50K,3
4740,69-70,4,40-55,<=50K.,2
4741,71,4,40-50,<=50K,2
4742,71,4,40-50,>50K,1
4743,71,4,40-50,>50K.,3
4744,72-74,2,40,<=50K,3
4745,72-74,3,40-56,<=50K,3
4746,72-74,3,40-56,<=50K.,1
4747,72-74,3,40-56,>50K.,1
4748,72-74,4,40,<=50K,2
4749,72-74,4,40,<=50K.,3
4750,72-73,4,45-99,<=50K,1
4751,72-73,4,45-99,<=50K.,3
4752,72-73,4,45-99,>50K,1
4753,75-77,1-3,40-60,<=50K,2
4754,75-77,1-3,40-60,<=50K.,1
4755,78-81,2-4,40-60,<=50K,3
4756,78-81,2-4,40-60,<=50K.,2
4757,67,5,40,<=50K,1
4758,67,5,40,<=50K.,2
4759,68-69,5,40-44,<=50K,3
4760,66,7,40-84,<=50K,2
4761,66,7,40-84,<=50K.,1
4762,66,7,40-84,>50K.,4
4763,70-73,6,40-50,<=50K,4
4764,70-73,6,40-50,<=50K.,4
4765,70-73,7-8,40-75,<=50K,6
4766,70-73,7-8,40-75,<=50K.,2
4767,70-73,7-8,40-75,>50K.,1
4768,74-76,5,40,<=50K,2
4769,74-76,5,40,<=50K.,1
4770,77-90,5,40,<=50K,2
4771,77-90,5,40,<=50K.,2
4772,72,9,40-70,<=50K,6
4773,72,9,40-70,<=50K.,2
4774,72,9,40-70,>50K,1
4775,73-74,9,40-77,<=50K,10
4776,73-74,9,40-77,<=50K.,3
4777,73-74,9,40-77,>50K,3
4778,75-76,9,40,<=50K,2
4779,75-76,9,40,<=50K.,4
4780,75-76,9,40,>50K,1
4781,75-76,9,40,>50K.,2
4782,77-79,9,40-50,<=50K,3
4783,77-79,9,40-50,<=50K.,3
4784,77-79,9,40-50,>50K,3
4785,77-79,9,40-50,>50K.,1
4786,90,9,40-99,<=50K,7
4787,90,9,40-99,<=50K.,2
4788,90,9,40-99,>50K,2
4789,90,9,40-99,>50K.,2
4790,46,13-14,8,<=50K,2
4791,46,13-14,8,<=50K.,1
4792,47-49,13-14,6-7,<=50K,2
4793,47-49,13-14,6-7,>50K.,1
4794,47,14-16,20-23,<=50K.,2
4795,47,14-16,20-23,>50K,1
4796,48-49,14-15,20,<=50K,1
4797,48-49,14-15,20,<=50K.,3
4798,46,13-14,30,<=50K,1
4799,46,13-14,30,>50K,1
4800,46,13-14,30,>50K.,1
4801,46,13,32,<=50K,1
4802,46,13,32,<=50K.,2
4803,41,14-15,38,<=50K,1
4804,41,14-15,38,>50K,2
4805,41,14-15,38,>50K.,1
4806,59-60,14,7-8,<=50K.,1
4807,59-60,14,7-8,>50K.,2
4808,58-61,15-16,5-8,<=50K,2
4809,58-61,15-16,5-8,>50K,1
4810,58,14-16,15-18,<=50K,2
4811,58,14-16,15-18,>50K.,1
4812,59-61,14-15,15-18,<=50K,1
4813,59-61,14-15,15-18,<=50K.,2
4814,53-55,13,20,<=50K,1
4815,53-55,13,20,>50K,1
4816,53-55,13,20,>50K.,2
4817,53-55,14-16,20,<=50K.,3
4818,53-55,14-16,20,>50K,1
4819,52-53,13,21-28,<=50K,1
4820,52-53,13,21-28,<=50K.,2
4821,52-53,13,21-28,>50K,1
4822,54-55,13-14,25,<=50K,1
4823,54-55,13-14,25,<=50K.,1
4824,54-55,13-14,25,>50K,1
4825,54-55,13-14,25,>50K.,1
4826,59-61,13,20-22,<=50K.,1
4827,59-61,13,20-22,>50K,2
4828,59-61,13,20-22,>50K.,1
4829,59-61,14-16,20,<=50K,2
4830,59-61,14-16,20,<=50K.,1
4831,59-61,14-16,20,>50K,1
4832,50,13,36-38,<=50K,2
4833,50,13,36-38,>50K,1
4834,50,13,36-38,>50K.,1
4835,51-52,13,37-38,<=50K,1
4836,51-52,13,37-38,>50K,1
4837,51-52,13,37-38,>50K.,2
4838,54-55,13,36-38,<=50K,4
4839,54-55,13,36-38,<=50K.,1
4840,54-55,13,36-38,>50K,1
4841,50,14-15,35,<=50K,2
4842,50,14-15,35,>50K.,1
4843,51,14,35,<=50K.,1
4844,51,14,35,>50K,1
4845,51,14,35,>50K.,1
4846,50,14-16,36-37,>50K,2
4847,50,14-16,36-37,>50K.,1
4848,50-51,14,38-39,<=50K,1
4849,50-51,14,38-39,<=50K.,1
4850,50-51,14,38-39,>50K,1
4851,50-51,14,38-39,>50K.,1
4852,52-53,14-16,36-37,<=50K.,1
4853,52-53,14-16,36-37,>50K,2
4854,52-53,14-16,38,<=50K,1
4855,52-53,14-16,38,>50K,4
4856,57-58,14,30-32,<=50K,1
4857,57-58,14,30-32,>50K,2
4858,57-59,15-16,30-32,<=50K,1
4859,57-59,15-16,30-32,>50K,1
4860,57-59,15-16,30-32,>50K.,1
4861,57,15-16,35,<=50K,1
4862,57,15-16,35,>50K,2
4863,57,14-15,36-38,<=50K,1
4864,57,14-15,36-38,>50K,2
4865,58,14-16,35,<=50K,1
4866,58,14-16,35,>50K,1
4867,58,14-16,35,>50K.,3
4868,62,13,5-7,<=50K,2
4869,62,13,5-7,<=50K.,1
4870,64,13-14,5,<=50K,2
4871,64,13-14,5,>50K,1
4872,63-65,13,10,<=50K,1
4873,63-65,13,10,<=50K.,2
4874,63-65,13,15,<=50K,3
4875,62-65,14-16,10-12,<=50K,1
4876,62-65,14-16,10-12,<=50K.,1
4877,62-65,14-16,10-12,>50K.,1
4878,62-65,14-15,15-16,<=50K,2
4879,62-65,14-15,15-16,<=50K.,1
4880,62-65,14-15,15-16,>50K,1
4881,66-67,13-16,12,<=50K,2
4882,66-67,13-16,12,<=50K.,1
4883,74-75,13,6,<=50K,2
4884,74-75,13,6,>50K.,1
4885,73-74,13,7-8,<=50K,1
4886,73-74,13,7-8,<=50K.,1
4887,73-74,13,7-8,>50K,1
4888,76-78,13,3-10,<=50K,3
4889,76-78,13,13-15,<=50K,2
4890,76-78,13,13-15,>50K.,1
4891,77,14-16,4-8,>50K,2
4892,77,14-16,4-8,>50K.,1
4893,76-78,14,10-15,<=50K,3
4894,81-85,13-15,2-4,<=50K,2
4895,81-85,13-15,2-4,>50K.,2
4896,81-90,13-14,5-15,<=50K,3
4897,81-90,13-14,5-15,<=50K.,1
4898,81-90,13-14,5-15,>50K,1
4899,66,14,20,<=50K,1
4900,66,14,20,<=50K.,1
4901,66,14,20,>50K,1
4902,66,15-16,20-25,<=50K.,2
4903,66,15-16,20-25,>50K,2
4904,63,13,30-32,>50K,3
4905,63,14-15,30-32,<=50K,2
4906,63,14-15,30-32,>50K,1
4907,63,14-15,30-32,>50K.,1
4908,64-65,13,35,<=50K.,2
4909,64-65,13,35,>50K,1
4910,64-65,13,35,>50K.,1
4911,64-66,14-16,35-39,<=50K,1
4912,64-66,14-16,35-39,>50K,3
4913,64-66,14-16,35-39,>50K.,1
4914,74-77,15-16,25,<=50K.,1
4915,74-77,15-16,25,>50K,1
4916,74-77,15-16,25,>50K.,1
4917,75-80,15-16,30-35,<=50K,2
4918,75-80,15-16,30-35,>50K,2
4919,39,14,55-56,<=50K,1
4920,39,14,55-56,<=50K.,1
4921,39,14,55-56,>50K,2
4922,39,14,55-56,>50K.,1
4923,39,15-16,55,>50K,4
4924,39,15-16,55,>50K.,1
4925,44,13,55-56,<=50K,2
4926,44,13,55-56,<=50K.,3
4927,44,13,55-56,>50K,3
4928,44,13,55-56,>50K.,1
4929,45,13,55-56,<=50K,6
4930,45,13,55-56,>50K,5
4931,45,13,55-56,>50K.,1
4932,48,10,55,<=50K,1
4933,48,10,55,<=50K.,1
4934,48,10,55,>50K.,1
4935,49,10,55-56,<=50K,2
4936,49,10,55-56,>50K,1
4937,48-49,11,56,>50K,2
4938,48-49,11,56,>50K.,1
4939,48,12,55-56,<=50K.,1
4940,48,12,55-56,>50K,1
4941,48,12,55-56,>50K.,1
4942,46,15-16,55,>50K,3
4943,46,15-16,55,>50K.,1
4944,47,15,55,>50K,2
4945,47,15,55,>50K.,2
4946,50,10-12,60-99,<=50K,7
4947,50,10-12,60-99,<=50K.,1
4948,50,10-12,60-99,>50K,8
4949,50,10-12,60-99,>50K.,3
4950,51,10-12,60-99,<=50K,11
4951,51,10-12,60-99,<=50K.,6
4952,51,10-12,60-99,>50K,6
4953,51,10-12,60-99,>50K.,1
4954,49,13,60-85,<=50K,3
4955,49,13,60-85,<=50K.,4
4956,49,13,60-85,>50K,7
4957,49,13,60-85,>50K.,8
4958,50-51,13,60-80,<=50K,6
4959,50-51,13,60-80,<=50K.,2
4960,50-51,13,60-80,>50K,12
4961,50-51,13,60-80,>50K.,5
4962,46,15-16,60-99,<=50K,1
4963,46,15-16,60-99,<=50K.,1
4964,46,15-16,60-99,>50K,11
4965,46,15-16,60-99,>50K.,1
4966,55,13,45-48,<=50K,1
4967,55,13,45-48,>50K,4
4968,55,14,45,<=50K,3
4969,55,14,45,<=50K.,1
4970,55,14,45,>50K,3
4971,55,13,50,<=50K,1
4972,55,13,50,<=50K.,1
4973,55,13,50,>50K,5
4974,55,13,50,>50K.,2
4975,56,13,50-52,<=50K,4
4976,56,13,50-52,<=50K.,1
4977,56,13,50-52,>50K,4
4978,56,13,50-52,>50K.,1
4979,53,14,50-54,<=50K,2
4980,53,14,50-54,>50K,6
4981,53,14,50-54,>50K.,1
4982,54,14,50-52,<=50K,1
4983,54,14,50-52,>50K,4
4984,54,14,50-52,>50K.,1
4985,53,13,55-57,<=50K,2
4986,53,13,55-57,>50K,3
4987,54-56,13,55,<=50K,1
4988,54-56,13,55,>50K,4
4989,54-56,13,55,>50K.,2
4990,55,14,55,>50K,4
4991,55,14,55,>50K.,1
4992,52,13,60-65,<=50K,3
4993,52,13,60-65,<=50K.,1
4994,52,13,60-65,>50K,4
4995,52,13,60-65,>50K.,2
4996,53,13,60-80,<=50K,1
4997,53,13,60-80,<=50K.,2
4998,53,13,60-80,>50K,4
4999,53,13,60-80,>50K.,3
5000,55-56,13,60-99,<=50K,7
5001,55-56,13,60-99,<=50K.,1
5002,55-56,13,60-99,>50K,5
5003,55-56,13,60-99,>50K.,3
5004,52-53,14,60-70,<=50K,2
5005,52-53,14,60-70,>50K,12
5006,52-53,14,60-70,>50K.,2
5007,52-53,15-16,60-70,>50K,11
5008,52-53,15-16,60-70,>50K.,6
5009,54,14-16,60-68,<=50K,3
5010,54,14-16,60-68,>50K,5
5011,54,14-16,60-68,>50K.,1
5012,60,13-15,45-48,>50K,10
5013,59-60,13,50,<=50K,4
5014,59-60,13,50,>50K,8
5015,59-60,13,50,>50K.,5
5016,59-60,14-16,50,<=50K,8
5017,59-60,14-16,50,<=50K.,2
5018,59-60,14-16,50,>50K,7
5019,59-60,14-16,50,>50K.,3
5020,59-60,13,55,<=50K,1
5021,59-60,13,55,>50K,2
5022,59-60,13,55,>50K.,1
5023,59-60,14-16,52-55,<=50K,2
5024,59-60,14-16,52-55,<=50K.,1
5025,59-60,14-16,52-55,>50K,2
5026,59-60,14-16,52-55,>50K.,2
5027,57,13,60-80,<=50K,1
5028,57,13,60-80,>50K,3
5029,57,13,60-80,>50K.,2
5030,57-60,14,60-84,<=50K,3
5031,57-60,14,60-84,<=50K.,2
5032,57-60,14,60-84,>50K,7
5033,57-60,14,60-84,>50K.,5
5034,69,10-12,40-72,<=50K,1
5035,69,10-12,40-72,<=50K.,3
5036,69,10-12,40-72,>50K,2
5037,69,10-12,40-72,>50K.,3
5038,70,10-11,40-80,<=50K,5
5039,70,10-11,40-80,<=50K.,1
5040,70,10-11,40-80,>50K,3
5041,70,10-11,40-80,>50K.,2
5042,71,10-11,40-60,<=50K,3
5043,71,10-11,40-60,<=50K.,1
5044,71,10-11,40-60,>50K,3
5045,72,10-12,40-74,<=50K,5
5046,72,10-12,40-74,<=50K.,4
5047,72,10-12,40-74,>50K.,1
5048,64,13,45,<=50K,1
5049,64,13,45,<=50K.,1
5050,64,13,45,>50K,1
5051,64,14-16,45,>50K,1
5052,64,14-16,45,>50K.,2
5053,64,13,50-55,<=50K,1
5054,64,13,50-55,<=50K.,1
5055,64,13,50-55,>50K,4
5056,64,13,50-55,>50K.,1
5057,68,13,40-70,<=50K.,1
5058,68,13,40-70,>50K,6
5059,68,13,40-70,>50K.,2
5060,69,13,40-50,<=50K,3
5061,69,13,40-50,<=50K.,1
5062,69,13,40-50,>50K,5
5063,69,13,40-50,>50K.,1
5064,20,6,30,<=50K,1
5065,20,6,30,<=50K.,2
5066,21,6,30,<=50K,1
5067,21,6,30,<=50K.,2
5068,19-20,6,36-39,<=50K,3
5069,21,6,36-39,<=50K,3
5070,20,7,35-39,<=50K,2
5071,20,7,35-39,<=50K.,2
